,CÓDIGO,REGIÃO,SEXO,PAGAMENTO,TOTAL (R$)
443,1338,SULDESTE,MASCULINO,CRÉDITO,6687.79
444,7506,CENTRO-OESTE,MASCULINO,CRÉDITO,300.76
445,3984,SULDESTE,FEMININO,CRÉDITO,8809.59
446,6937,SULDESTE,MASCULINO,DÉBITO,721.0
447,5310,SUL,MASCULINO,CRÉDITO,4616.46
448,1883,SUL,MASCULINO,CRÉDITO,73.13
449,2311,SULDESTE,MASCULINO,DÉBITO,10232.02
450,4674,SUL,MASCULINO,DÉBITO,992.9200000000001
451,7798,SUL,FEMININO,CRÉDITO,2308.23
452,6859,SULDESTE,MASCULINO,DÉBITO,6146.01
453,4728,NORTE,MASCULINO,CRÉDITO,5500.2
454,2438,SULDESTE,FEMININO,CRÉDITO,2824.26
455,3773,SULDESTE,MASCULINO,CRÉDITO,5364.24
456,3121,SULDESTE,MASCULINO,DÉBITO,6326.26
457,6542,SULDESTE,FEMININO,DÉBITO,5636.16
458,2284,SULDESTE,FEMININO,CRÉDITO,3628.69
459,1942,SUL,FEMININO,DÉBITO,8091.68
460,1754,SULDESTE,MASCULINO,CRÉDITO,1546.03
461,4362,SULDESTE,MASCULINO,CRÉDITO,6373.64
462,5644,SULDESTE,MASCULINO,CRÉDITO,4570.11
463,8475,SUL,MASCULINO,DÉBITO,715.85
464,8597,SUL,MASCULINO,CRÉDITO,9055.76
465,1884,SULDESTE,MASCULINO,DÉBITO,1032.06
466,4193,NORDESTE,MASCULINO,DÉBITO,5091.29
467,2789,NORDESTE,FEMININO,DÉBITO,9463.64
468,2273,SULDESTE,FEMININO,CRÉDITO,1104.16
469,2794,SULDESTE,FEMININO,DÉBITO,2148.58
470,5375,NORDESTE,MASCULINO,CRÉDITO,2295.87
471,9686,SULDESTE,MASCULINO,DÉBITO,5758.7300000000005
472,1378,NORDESTE,MASCULINO,CRÉDITO,6576.55
473,9582,SULDESTE,FEMININO,CRÉDITO,3607.06
474,3030,NORDESTE,MASCULINO,CRÉDITO,2115.62
475,9650,SULDESTE,MASCULINO,CRÉDITO,8620.07
476,5190,SULDESTE,FEMININO,DÉBITO,3463.89
477,2381,CENTRO-OESTE,MASCULINO,CRÉDITO,6213.99
478,5358,SULDESTE,MASCULINO,DÉBITO,1289.56
479,9255,SULDESTE,MASCULINO,CRÉDITO,4426.9400000000005
480,7380,SULDESTE,MASCULINO,DÉBITO,4512.43
481,5754,SULDESTE,FEMININO,CRÉDITO,9469.82
482,3833,SULDESTE,MASCULINO,CRÉDITO,5301.41
483,7116,SUL,MASCULINO,CRÉDITO,826.0600000000001
484,6431,SULDESTE,MASCULINO,CRÉDITO,4851.3
485,5609,SULDESTE,MASCULINO,DÉBITO,8763.24
486,9526,SUL,MASCULINO,CRÉDITO,2338.1
487,8735,SULDESTE,FEMININO,CRÉDITO,4502.13
488,2302,SULDESTE,MASCULINO,DÉBITO,2578.09
489,1958,SULDESTE,MASCULINO,CRÉDITO,3876.92
490,9350,SULDESTE,FEMININO,CRÉDITO,2763.4900000000002
491,4845,SULDESTE,MASCULINO,DÉBITO,7940.27
492,3137,SULDESTE,MASCULINO,CRÉDITO,4090.13
493,9959,SUL,MASCULINO,CRÉDITO,1796.32
494,3191,SULDESTE,MASCULINO,CRÉDITO,4310.55
495,2838,SULDESTE,MASCULINO,CRÉDITO,236.9
496,6473,SUL,MASCULINO,DÉBITO,3067.34
497,3514,CENTRO-OESTE,MASCULINO,CRÉDITO,9061.94
498,1221,SULDESTE,MASCULINO,DÉBITO,9781.91
499,2640,SULDESTE,MASCULINO,CRÉDITO,2288.66
500,5718,SULDESTE,MASCULINO,DÉBITO,10239.23
501,7676,SULDESTE,FEMININO,DÉBITO,3256.86
502,8929,SULDESTE,MASCULINO,CRÉDITO,634.48
503,6407,SULDESTE,MASCULINO,CRÉDITO,797.22
504,3476,SULDESTE,MASCULINO,CRÉDITO,4198.28
505,4630,SULDESTE,FEMININO,CRÉDITO,9913.75
506,6926,SULDESTE,MASCULINO,DÉBITO,289.43
507,5197,SULDESTE,MASCULINO,CRÉDITO,5445.610000000001
508,7998,SULDESTE,FEMININO,DÉBITO,3769.8
509,2234,SULDESTE,FEMININO,CRÉDITO,4215.79
510,7120,SULDESTE,FEMININO,CRÉDITO,6818.6
511,5798,SULDESTE,FEMININO,CRÉDITO,542.8100000000001
512,7497,SUL,MASCULINO,CRÉDITO,6639.38
513,4606,SULDESTE,MASCULINO,DÉBITO,7177.04
514,4547,SULDESTE,MASCULINO,DÉBITO,1465.69
515,2787,SULDESTE,FEMININO,DÉBITO,5704.14
516,4408,SULDESTE,MASCULINO,DÉBITO,5516.68
517,3434,SULDESTE,FEMININO,CRÉDITO,7355.2300000000005
518,9441,SULDESTE,MASCULINO,CRÉDITO,486.16
519,5795,SUL,MASCULINO,DÉBITO,260.59000000000003
520,1498,SUL,MASCULINO,CRÉDITO,808.5500000000001
521,3748,SULDESTE,MASCULINO,CRÉDITO,5054.21
522,7459,SULDESTE,MASCULINO,CRÉDITO,3972.71
523,3084,NORDESTE,MASCULINO,CRÉDITO,4955.33
524,9547,SULDESTE,FEMININO,CRÉDITO,356.38
525,6197,SULDESTE,MASCULINO,CRÉDITO,2179.48
526,4488,SULDESTE,MASCULINO,CRÉDITO,376.98
527,7143,SUL,MASCULINO,CRÉDITO,9418.32
528,5996,SULDESTE,MASCULINO,CRÉDITO,6762.9800000000005
529,1590,SULDESTE,FEMININO,DÉBITO,8614.92
530,7745,SUL,MASCULINO,CRÉDITO,8305.92
531,5661,SULDESTE,MASCULINO,CRÉDITO,456.29
532,2120,SUL,MASCULINO,DÉBITO,3424.75
533,1645,SULDESTE,MASCULINO,CRÉDITO,412.0
534,7015,SULDESTE,MASCULINO,CRÉDITO,6766.070000000001
535,9067,SULDESTE,FEMININO,CRÉDITO,8508.83
536,7961,SUL,MASCULINO,DÉBITO,9026.92
537,2900,SULDESTE,MASCULINO,DÉBITO,5509.47
538,8657,SULDESTE,MASCULINO,CRÉDITO,2774.82
539,6971,SUL,FEMININO,CRÉDITO,1844.73
540,1223,SUL,FEMININO,DÉBITO,9520.29
541,7974,SUL,MASCULINO,CRÉDITO,4514.49
542,5141,SULDESTE,FEMININO,DÉBITO,2241.28
543,9189,SULDESTE,MASCULINO,DÉBITO,5000.650000000001
544,3080,SULDESTE,MASCULINO,CRÉDITO,5814.35
545,3866,SULDESTE,MASCULINO,CRÉDITO,726.15
546,1820,SULDESTE,MASCULINO,CRÉDITO,8276.050000000001
547,4734,SULDESTE,MASCULINO,CRÉDITO,10083.7
548,3222,CENTRO-OESTE,FEMININO,DÉBITO,5542.43
549,2512,SULDESTE,FEMININO,DÉBITO,2978.76
550,5626,SUL,FEMININO,CRÉDITO,5053.18
551,2456,SULDESTE,MASCULINO,CRÉDITO,1925.07
552,9981,SULDESTE,MASCULINO,CRÉDITO,2350.46
553,5371,CENTRO-OESTE,MASCULINO,DÉBITO,2056.91
554,7565,SULDESTE,MASCULINO,DÉBITO,8272.960000000001
555,5931,SUL,MASCULINO,CRÉDITO,9967.31
556,8250,SULDESTE,MASCULINO,DÉBITO,166.86
557,3853,SULDESTE,FEMININO,CRÉDITO,7361.41
558,7819,SULDESTE,MASCULINO,CRÉDITO,7445.87
559,5468,SULDESTE,MASCULINO,CRÉDITO,9021.77
560,4741,SULDESTE,MASCULINO,CRÉDITO,7689.9800000000005
561,2735,SULDESTE,MASCULINO,CRÉDITO,161.71
562,7916,SULDESTE,MASCULINO,CRÉDITO,2666.67
563,7563,SUL,MASCULINO,CRÉDITO,9710.84
564,7277,SULDESTE,MASCULINO,CRÉDITO,9419.35
565,9982,SUL,MASCULINO,CRÉDITO,643.75
566,4015,SUL,MASCULINO,CRÉDITO,3745.08
567,6718,SULDESTE,FEMININO,CRÉDITO,572.6800000000001
568,8235,SULDESTE,MASCULINO,CRÉDITO,66.95
569,5564,SULDESTE,FEMININO,DÉBITO,1700.53
570,4551,SUL,MASCULINO,CRÉDITO,1087.68
571,9715,SULDESTE,MASCULINO,CRÉDITO,7339.78
572,5330,SULDESTE,FEMININO,CRÉDITO,876.53
573,7425,SULDESTE,MASCULINO,DÉBITO,7785.77
574,7766,SULDESTE,MASCULINO,DÉBITO,1072.23
575,3520,SUL,MASCULINO,CRÉDITO,5693.84
576,9883,SULDESTE,MASCULINO,CRÉDITO,8402.74
577,3931,SULDESTE,MASCULINO,CRÉDITO,9712.9
578,6164,SULDESTE,MASCULINO,CRÉDITO,9656.25
579,2644,SUL,MASCULINO,CRÉDITO,6907.18
580,5680,SUL,MASCULINO,CRÉDITO,2570.88
581,1280,SUL,FEMININO,CRÉDITO,10292.79
582,5214,NORTE,MASCULINO,CRÉDITO,2246.43
583,2587,SULDESTE,MASCULINO,CRÉDITO,8471.75
584,2000,SULDESTE,MASCULINO,CRÉDITO,6225.32
585,2418,SULDESTE,FEMININO,CRÉDITO,1291.6200000000001
586,7445,SUL,MASCULINO,CRÉDITO,4095.28
587,3545,SULDESTE,MASCULINO,CRÉDITO,8775.6
588,6435,SUL,MASCULINO,CRÉDITO,8801.35
589,5966,SUL,MASCULINO,DÉBITO,523.24
590,3969,SUL,MASCULINO,CRÉDITO,9688.18
591,8422,SULDESTE,MASCULINO,CRÉDITO,537.66
592,5515,NORTE,MASCULINO,CRÉDITO,6575.52
593,2824,NORTE,MASCULINO,CRÉDITO,2257.76
594,8103,SUL,MASCULINO,CRÉDITO,8654.06
595,2373,SUL,FEMININO,CRÉDITO,1713.92
596,1195,SULDESTE,MASCULINO,CRÉDITO,1288.53
597,5751,SULDESTE,MASCULINO,CRÉDITO,81.37
598,9142,SULDESTE,FEMININO,CRÉDITO,8717.92
599,6342,CENTRO-OESTE,MASCULINO,CRÉDITO,6469.43
600,5574,SULDESTE,MASCULINO,CRÉDITO,5120.13
601,4524,SUL,MASCULINO,DÉBITO,9507.93
602,6205,SULDESTE,MASCULINO,DÉBITO,7321.24
603,2321,SULDESTE,FEMININO,CRÉDITO,5605.26
604,7893,SULDESTE,MASCULINO,DÉBITO,1101.07
605,2560,SUL,MASCULINO,DÉBITO,7581.83
606,4644,NORTE,MASCULINO,CRÉDITO,10017.78
607,9517,SULDESTE,MASCULINO,DÉBITO,6875.25
608,6456,SULDESTE,FEMININO,CRÉDITO,9623.29
609,4353,SULDESTE,MASCULINO,CRÉDITO,9125.800000000001
610,5238,SULDESTE,FEMININO,DÉBITO,314.15000000000003
611,8820,CENTRO-OESTE,MASCULINO,CRÉDITO,5139.7
612,9291,SULDESTE,MASCULINO,CRÉDITO,1745.8500000000001
613,2135,NORDESTE,MASCULINO,CRÉDITO,7223.39
614,5552,SULDESTE,MASCULINO,CRÉDITO,4420.76
615,7856,SULDESTE,FEMININO,CRÉDITO,8899.2
616,2676,SULDESTE,MASCULINO,CRÉDITO,3590.58
617,2204,SUL,MASCULINO,DÉBITO,5347.76
618,1893,SULDESTE,MASCULINO,CRÉDITO,8476.9
619,8429,CENTRO-OESTE,MASCULINO,CRÉDITO,6275.79
620,6566,SUL,FEMININO,CRÉDITO,2099.14
621,5367,SULDESTE,MASCULINO,CRÉDITO,6863.92
622,5523,SULDESTE,MASCULINO,CRÉDITO,2896.36
623,9761,SULDESTE,MASCULINO,DÉBITO,6077.0
624,5722,SULDESTE,MASCULINO,CRÉDITO,9255.58
625,2287,SULDESTE,MASCULINO,CRÉDITO,9232.92
626,5399,SULDESTE,MASCULINO,CRÉDITO,4455.78
627,8722,SULDESTE,MASCULINO,CRÉDITO,10122.84
628,9200,SULDESTE,MASCULINO,DÉBITO,4903.83
629,1686,SULDESTE,MASCULINO,CRÉDITO,6090.39
630,7712,SULDESTE,MASCULINO,CRÉDITO,6253.13
631,1085,SULDESTE,FEMININO,CRÉDITO,4365.14
632,5594,SUL,MASCULINO,CRÉDITO,6106.87
633,3234,SULDESTE,MASCULINO,CRÉDITO,5963.7
634,6538,SULDESTE,MASCULINO,CRÉDITO,7424.24
635,7167,SULDESTE,MASCULINO,DÉBITO,3973.7400000000002
636,9330,SULDESTE,FEMININO,DÉBITO,9663.460000000001
637,8518,CENTRO-OESTE,MASCULINO,CRÉDITO,8364.630000000001
638,1697,SULDESTE,MASCULINO,DÉBITO,9992.03
639,6578,CENTRO-OESTE,FEMININO,DÉBITO,5756.67
640,3128,SULDESTE,MASCULINO,DÉBITO,3564.83
641,3377,SULDESTE,MASCULINO,CRÉDITO,4107.64
642,3755,SULDESTE,MASCULINO,CRÉDITO,10218.630000000001
643,7352,NORTE,MASCULINO,CRÉDITO,4954.3
644,6867,SULDESTE,MASCULINO,CRÉDITO,8979.54
645,7683,SULDESTE,MASCULINO,CRÉDITO,3069.4
646,1024,SULDESTE,FEMININO,CRÉDITO,2517.32
647,8341,SULDESTE,FEMININO,CRÉDITO,1723.19
648,2935,SULDESTE,MASCULINO,CRÉDITO,1517.19
649,4394,SULDESTE,MASCULINO,DÉBITO,2212.44
650,1594,SULDESTE,MASCULINO,CRÉDITO,4335.27
651,7353,SULDESTE,MASCULINO,CRÉDITO,9230.86
652,6399,SULDESTE,MASCULINO,CRÉDITO,10022.93
653,8100,SULDESTE,MASCULINO,CRÉDITO,6605.39
654,5110,SULDESTE,MASCULINO,CRÉDITO,3127.08
655,2858,SULDESTE,MASCULINO,CRÉDITO,1394.6200000000001
656,9995,SULDESTE,MASCULINO,CRÉDITO,6026.53
657,6041,SULDESTE,MASCULINO,CRÉDITO,5018.16
658,4148,SULDESTE,MASCULINO,CRÉDITO,8245.15
659,8124,CENTRO-OESTE,MASCULINO,CRÉDITO,1252.48
660,8758,NORTE,MASCULINO,CRÉDITO,2273.21
661,7357,SUL,MASCULINO,DÉBITO,7809.46
662,8218,SULDESTE,FEMININO,DÉBITO,1348.27
663,9816,SULDESTE,MASCULINO,CRÉDITO,6142.92
664,7397,SULDESTE,MASCULINO,CRÉDITO,5463.12
665,9490,SULDESTE,MASCULINO,DÉBITO,288.40000000000003
666,1454,SULDESTE,MASCULINO,CRÉDITO,3702.85
667,5364,SULDESTE,MASCULINO,CRÉDITO,8949.67
668,9346,SULDESTE,MASCULINO,CRÉDITO,8042.24
669,7763,SULDESTE,FEMININO,CRÉDITO,4328.06
670,6432,NORDESTE,FEMININO,CRÉDITO,10041.470000000001
671,3034,SULDESTE,FEMININO,CRÉDITO,8521.19
672,6585,SULDESTE,MASCULINO,CRÉDITO,5731.95
673,5904,SULDESTE,FEMININO,CRÉDITO,4108.67
674,8573,SULDESTE,MASCULINO,CRÉDITO,9879.76
675,4147,SUL,MASCULINO,DÉBITO,2522.4700000000003
676,6263,SULDESTE,MASCULINO,CRÉDITO,2340.16
677,1938,SULDESTE,MASCULINO,DÉBITO,9527.5
678,8186,SULDESTE,MASCULINO,CRÉDITO,3126.05
679,7050,SULDESTE,MASCULINO,CRÉDITO,6117.17
680,4300,SULDESTE,FEMININO,CRÉDITO,5913.2300000000005
681,9735,SULDESTE,MASCULINO,CRÉDITO,3573.07
682,6303,SULDESTE,MASCULINO,DÉBITO,534.57
683,9100,SULDESTE,FEMININO,CRÉDITO,2056.91
684,7836,SULDESTE,MASCULINO,DÉBITO,9935.380000000001
685,6757,SULDESTE,MASCULINO,DÉBITO,8529.43
686,5561,SULDESTE,MASCULINO,CRÉDITO,5757.7
687,9745,SULDESTE,MASCULINO,CRÉDITO,5604.2300000000005
688,8756,SUL,MASCULINO,CRÉDITO,6677.49
689,6817,SULDESTE,MASCULINO,CRÉDITO,5181.93
690,6139,SUL,FEMININO,CRÉDITO,570.62
691,8606,SULDESTE,FEMININO,CRÉDITO,5863.79
692,9722,SUL,MASCULINO,CRÉDITO,1987.9
693,2240,SUL,MASCULINO,CRÉDITO,2521.44
694,4647,SULDESTE,MASCULINO,CRÉDITO,543.84
695,9057,SULDESTE,FEMININO,DÉBITO,3971.6800000000003
696,4641,SULDESTE,FEMININO,DÉBITO,6003.87
697,3613,SULDESTE,MASCULINO,CRÉDITO,408.91
698,1494,SULDESTE,MASCULINO,DÉBITO,6479.7300000000005
699,3578,SULDESTE,MASCULINO,DÉBITO,2176.39
700,5999,SULDESTE,FEMININO,CRÉDITO,5204.59
701,7971,SUL,MASCULINO,DÉBITO,9651.1
702,9252,SULDESTE,MASCULINO,DÉBITO,1557.3600000000001
703,4090,SULDESTE,FEMININO,CRÉDITO,9399.78
704,4990,CENTRO-OESTE,MASCULINO,CRÉDITO,2624.44
705,1400,SULDESTE,MASCULINO,CRÉDITO,616.97
706,2104,SULDESTE,MASCULINO,CRÉDITO,7499.43
707,6377,SULDESTE,MASCULINO,DÉBITO,9940.53
708,5676,SULDESTE,MASCULINO,DÉBITO,10085.76
709,9156,SUL,FEMININO,CRÉDITO,1048.54
710,2095,SULDESTE,MASCULINO,DÉBITO,483.07
711,5566,SUL,MASCULINO,DÉBITO,5985.33
712,7705,SULDESTE,FEMININO,DÉBITO,8633.460000000001
713,8640,CENTRO-OESTE,FEMININO,CRÉDITO,4062.32
714,5395,SULDESTE,FEMININO,CRÉDITO,5293.17
715,2252,SULDESTE,MASCULINO,CRÉDITO,2038.3700000000001
716,2737,SULDESTE,MASCULINO,DÉBITO,2226.86
717,7616,SULDESTE,MASCULINO,DÉBITO,822.97
718,9412,SULDESTE,FEMININO,DÉBITO,3251.71
719,6729,SUL,MASCULINO,CRÉDITO,8447.03
720,4313,SULDESTE,FEMININO,DÉBITO,6815.51
721,5559,SULDESTE,MASCULINO,CRÉDITO,6556.9800000000005
722,1537,SULDESTE,MASCULINO,CRÉDITO,7576.68
723,8549,NORDESTE,FEMININO,CRÉDITO,693.19
724,3941,SUL,MASCULINO,DÉBITO,1004.25
725,3002,SUL,FEMININO,CRÉDITO,246.17000000000002
726,3355,SULDESTE,MASCULINO,CRÉDITO,1281.32
727,2797,SULDESTE,MASCULINO,DÉBITO,763.23
728,9220,SULDESTE,MASCULINO,CRÉDITO,2796.4500000000003
729,5398,SULDESTE,MASCULINO,CRÉDITO,8555.18
730,1973,SUL,FEMININO,CRÉDITO,9287.51
731,1234,SUL,MASCULINO,CRÉDITO,2125.92
732,4790,SULDESTE,FEMININO,DÉBITO,3864.56
733,4084,SUL,MASCULINO,CRÉDITO,9593.42
734,2701,SULDESTE,MASCULINO,CRÉDITO,3175.4900000000002
735,9937,SULDESTE,MASCULINO,CRÉDITO,4818.34
736,7451,SULDESTE,MASCULINO,CRÉDITO,5293.17
737,7475,SULDESTE,FEMININO,CRÉDITO,8059.75
738,3777,SULDESTE,MASCULINO,CRÉDITO,9529.56
739,5039,NORTE,FEMININO,CRÉDITO,4782.29
740,1778,SULDESTE,MASCULINO,CRÉDITO,9050.61
741,3174,SUL,MASCULINO,DÉBITO,7720.88
742,2309,SULDESTE,MASCULINO,CRÉDITO,9906.54
743,3754,SULDESTE,FEMININO,DÉBITO,4989.32
744,8570,SULDESTE,FEMININO,CRÉDITO,925.97
745,4747,SULDESTE,FEMININO,CRÉDITO,5263.3
746,4831,SULDESTE,MASCULINO,CRÉDITO,9126.83
747,6940,SUL,MASCULINO,CRÉDITO,8753.97
748,3224,SULDESTE,MASCULINO,CRÉDITO,4698.86
749,9329,SUL,MASCULINO,CRÉDITO,7761.05
750,6319,NORDESTE,FEMININO,DÉBITO,4689.59
751,5577,SULDESTE,MASCULINO,DÉBITO,5869.97
752,7797,SULDESTE,MASCULINO,CRÉDITO,6112.02
753,4642,SULDESTE,FEMININO,CRÉDITO,9630.5
754,8230,SUL,MASCULINO,DÉBITO,7124.51
755,9484,SULDESTE,MASCULINO,CRÉDITO,115.36
756,5046,SULDESTE,FEMININO,CRÉDITO,10017.78
757,7172,SULDESTE,MASCULINO,CRÉDITO,9430.68
758,3470,SULDESTE,MASCULINO,DÉBITO,1054.72
759,3860,SULDESTE,FEMININO,CRÉDITO,9661.4
760,6843,SULDESTE,FEMININO,DÉBITO,5968.85
761,2465,SULDESTE,MASCULINO,CRÉDITO,3362.9500000000003
762,5241,SULDESTE,MASCULINO,DÉBITO,1234.97
763,6500,NORDESTE,MASCULINO,DÉBITO,9905.51
764,2277,SUL,MASCULINO,CRÉDITO,5972.97
765,4843,CENTRO-OESTE,MASCULINO,DÉBITO,5582.6
766,8624,CENTRO-OESTE,MASCULINO,CRÉDITO,2888.12
767,8645,SULDESTE,MASCULINO,DÉBITO,9725.26
768,4657,NORDESTE,MASCULINO,CRÉDITO,271.92
769,7080,SULDESTE,MASCULINO,DÉBITO,10226.87
770,8464,SULDESTE,FEMININO,CRÉDITO,2268.06
771,5936,SUL,MASCULINO,CRÉDITO,4007.73
772,5025,SULDESTE,MASCULINO,CRÉDITO,6129.53
773,2031,SULDESTE,MASCULINO,DÉBITO,1348.27
774,5536,SUL,MASCULINO,DÉBITO,1957.0
775,8569,SULDESTE,MASCULINO,CRÉDITO,1854.0
776,8248,SULDESTE,MASCULINO,CRÉDITO,2600.75
777,6083,NORDESTE,MASCULINO,DÉBITO,8793.11
778,2673,SULDESTE,MASCULINO,CRÉDITO,5191.2
779,8126,SULDESTE,FEMININO,CRÉDITO,9965.25
780,1578,SULDESTE,MASCULINO,DÉBITO,1440.97
781,3774,SULDESTE,MASCULINO,CRÉDITO,2415.35
782,6353,SULDESTE,MASCULINO,CRÉDITO,473.8
783,2201,SULDESTE,MASCULINO,CRÉDITO,4221.97
784,6764,SULDESTE,MASCULINO,CRÉDITO,7142.02
785,6598,SUL,MASCULINO,CRÉDITO,6634.2300000000005
786,6581,SUL,FEMININO,CRÉDITO,7157.47
787,6701,SULDESTE,FEMININO,CRÉDITO,10212.45
788,7482,SULDESTE,MASCULINO,DÉBITO,9058.85
789,9489,SULDESTE,MASCULINO,DÉBITO,5524.92
790,7778,NORDESTE,FEMININO,CRÉDITO,4824.52
791,6763,SULDESTE,MASCULINO,CRÉDITO,3169.31
792,8315,SULDESTE,MASCULINO,CRÉDITO,7261.5
793,8954,SULDESTE,FEMININO,CRÉDITO,2002.3200000000002
794,4671,SULDESTE,MASCULINO,CRÉDITO,3202.27
795,9910,SULDESTE,FEMININO,DÉBITO,8282.23
796,3856,SULDESTE,FEMININO,DÉBITO,1394.6200000000001
797,1239,CENTRO-OESTE,MASCULINO,CRÉDITO,1810.74
798,5615,SULDESTE,MASCULINO,DÉBITO,1899.32
799,7543,SULDESTE,MASCULINO,CRÉDITO,7380.9800000000005
800,6970,SULDESTE,MASCULINO,DÉBITO,6984.43
801,8326,SULDESTE,FEMININO,CRÉDITO,7538.570000000001
802,3134,SULDESTE,MASCULINO,CRÉDITO,9243.22
803,4317,SULDESTE,MASCULINO,CRÉDITO,9335.92
804,9081,SULDESTE,MASCULINO,CRÉDITO,9425.53
805,2604,SULDESTE,MASCULINO,CRÉDITO,5116.01
806,1123,SUL,MASCULINO,DÉBITO,149.35
807,5322,SULDESTE,MASCULINO,DÉBITO,1677.8700000000001
808,2074,SUL,MASCULINO,CRÉDITO,1252.48
809,1588,SUL,MASCULINO,CRÉDITO,1634.6100000000001
810,5023,SULDESTE,FEMININO,CRÉDITO,3318.6600000000003
811,3242,SULDESTE,MASCULINO,CRÉDITO,9812.81
812,4248,SULDESTE,MASCULINO,CRÉDITO,4321.88
813,9751,NORDESTE,FEMININO,CRÉDITO,9506.9
814,9896,SULDESTE,FEMININO,DÉBITO,6751.650000000001
815,9757,SULDESTE,MASCULINO,CRÉDITO,2012.6200000000001
816,7281,SUL,MASCULINO,CRÉDITO,3894.4300000000003
817,1585,SULDESTE,MASCULINO,CRÉDITO,4104.55
818,9564,SULDESTE,MASCULINO,CRÉDITO,9656.25
819,6948,SUL,MASCULINO,CRÉDITO,5104.68
820,2187,SULDESTE,MASCULINO,CRÉDITO,6592.0
821,4233,SULDESTE,MASCULINO,DÉBITO,966.14
822,9543,SULDESTE,MASCULINO,CRÉDITO,8011.34
823,6691,SULDESTE,MASCULINO,CRÉDITO,9775.73
824,3519,CENTRO-OESTE,MASCULINO,CRÉDITO,4007.73
825,2719,SULDESTE,MASCULINO,CRÉDITO,9910.66
826,9624,SULDESTE,MASCULINO,CRÉDITO,8846.67
827,7164,SUL,MASCULINO,CRÉDITO,1396.68
828,2341,SUL,MASCULINO,CRÉDITO,6666.16
829,1062,SULDESTE,MASCULINO,DÉBITO,3085.88
830,9765,SULDESTE,FEMININO,CRÉDITO,6182.06
831,8366,SULDESTE,MASCULINO,DÉBITO,7308.88
832,4426,SULDESTE,MASCULINO,CRÉDITO,4285.83
833,7700,SULDESTE,MASCULINO,DÉBITO,2909.75
834,5854,SULDESTE,FEMININO,CRÉDITO,3496.85
835,7535,SULDESTE,MASCULINO,CRÉDITO,6095.54
836,3502,CENTRO-OESTE,MASCULINO,CRÉDITO,1564.57
837,6147,SULDESTE,MASCULINO,CRÉDITO,6451.92
838,5091,SULDESTE,FEMININO,DÉBITO,874.47
839,1808,SUL,FEMININO,DÉBITO,3316.6
840,6326,SULDESTE,MASCULINO,CRÉDITO,2682.12
841,6020,SULDESTE,MASCULINO,DÉBITO,5781.39
842,8611,SULDESTE,FEMININO,CRÉDITO,5510.5
843,1556,SUL,MASCULINO,CRÉDITO,5187.08
844,9224,SUL,MASCULINO,CRÉDITO,997.0400000000001
845,4154,SULDESTE,MASCULINO,CRÉDITO,4207.55
846,8002,SULDESTE,FEMININO,DÉBITO,4372.35
847,8869,SUL,FEMININO,DÉBITO,7446.900000000001
848,4476,SUL,MASCULINO,CRÉDITO,6182.06
849,3993,SULDESTE,MASCULINO,CRÉDITO,4266.26
850,4069,SULDESTE,MASCULINO,CRÉDITO,2846.92
851,5352,SUL,MASCULINO,CRÉDITO,8484.11
852,7690,SULDESTE,FEMININO,CRÉDITO,9935.380000000001
853,8301,SUL,MASCULINO,CRÉDITO,9239.1
854,1915,NORTE,MASCULINO,CRÉDITO,3196.09
855,8314,CENTRO-OESTE,MASCULINO,CRÉDITO,2392.69
856,7964,SULDESTE,MASCULINO,CRÉDITO,9277.210000000001
857,4592,SUL,MASCULINO,CRÉDITO,10221.720000000001
858,8116,SULDESTE,FEMININO,DÉBITO,3497.88
859,7780,SUL,FEMININO,CRÉDITO,1246.3
860,6879,SULDESTE,FEMININO,CRÉDITO,5027.43
861,6761,SULDESTE,MASCULINO,CRÉDITO,1693.32
862,2276,SUL,MASCULINO,DÉBITO,6069.79
863,5421,CENTRO-OESTE,FEMININO,CRÉDITO,7936.150000000001
864,9117,SULDESTE,MASCULINO,CRÉDITO,5890.57
865,6840,SULDESTE,MASCULINO,CRÉDITO,9030.01
866,3113,SUL,MASCULINO,DÉBITO,3567.92
867,3400,SULDESTE,MASCULINO,CRÉDITO,9531.62
868,1869,NORDESTE,MASCULINO,CRÉDITO,8065.93
869,3861,SULDESTE,MASCULINO,CRÉDITO,10002.33
870,4783,SULDESTE,MASCULINO,DÉBITO,8296.65
871,6571,SULDESTE,FEMININO,CRÉDITO,5323.04
872,8393,CENTRO-OESTE,MASCULINO,CRÉDITO,3113.69
873,1999,SULDESTE,MASCULINO,CRÉDITO,8343.0
874,1196,SULDESTE,MASCULINO,DÉBITO,8759.12
875,6069,SULDESTE,MASCULINO,CRÉDITO,7307.85
876,5844,SULDESTE,MASCULINO,DÉBITO,4038.63
877,3453,SULDESTE,MASCULINO,CRÉDITO,2204.2000000000003
878,7885,SULDESTE,MASCULINO,CRÉDITO,7659.08
879,4019,SULDESTE,MASCULINO,CRÉDITO,2416.38
880,4882,SULDESTE,FEMININO,CRÉDITO,9309.14
881,5244,SULDESTE,MASCULINO,DÉBITO,8545.91
882,9934,SULDESTE,MASCULINO,DÉBITO,5549.64
883,8615,SULDESTE,MASCULINO,DÉBITO,6493.12
884,3558,SULDESTE,MASCULINO,CRÉDITO,6822.72
885,2099,SUL,FEMININO,DÉBITO,2678.0
886,7002,CENTRO-OESTE,MASCULINO,CRÉDITO,4854.39
